"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS2318469,2019-08-05 21:45:00.000,201905,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2325533,2019-08-06 21:00:00.000,201905,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318420,2019-08-07 08:12:00.000,201905,Kirkham Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318652,2019-08-08 14:00:00.000,201905,Whitemoor Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318506,2019-08-12 08:15:00.000,201905,London Euston PSB MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318777,2019-08-21 16:55:00.000,201906,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318935,2019-08-23 00:33:00.000,201906,Exeter Olds View Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319474,2019-08-24 00:00:00.000,201906,Heaton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318949,2019-08-26 00:00:00.000,201906,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2318890,2019-08-27 11:18:00.000,201906,Wigan Nw MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324987,2019-08-29 01:00:00.000,201906,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4354304,2019-08-29 11:30:00.000,201906,Victoria MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4354407,2019-09-02 04:25:00.000,201906,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS2321325,2019-09-02 14:15:00.000,201906,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319023,2019-09-03 00:00:00.000,201906,Reading (Cow Lane) MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319297,2019-09-03 08:45:00.000,201906,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319016,2019-09-04 14:00:00.000,201906,Soho LMD (Birmingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319039,2019-09-05 11:25:00.000,201906,Singlewell IMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319153,2019-09-10 09:00:00.000,201906,Heaton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319412,2019-09-14 10:30:00.000,201906,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2325532,2019-09-15 21:00:00.000,201907,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319948,2019-09-16 08:30:00.000,201907,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4354952,2019-09-17 15:30:00.000,201907,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS2320084,2019-09-18 02:45:00.000,201907,Banbury Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4354958,2019-09-18 15:30:00.000,201907,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS2319452,2019-09-18 20:30:00.000,201907,Inverness LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2320110,2019-09-22 03:10:00.000,201907,Banbury Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4355271,2019-09-23 13:00:00.000,201907,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS2319557,2019-09-24 12:42:00.000,201907,Doncaster Belmont Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319558,2019-09-26 02:30:00.000,201907,Toton TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319547,2019-09-26 09:44:00.000,201907,Crewe Sorting Siding North,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319679,2019-09-27 01:35:00.000,201907,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319634,2019-09-28 00:00:00.000,201907,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319582,2019-09-29 05:20:00.000,201907,Cricklewood Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319826,2019-09-29 20:13:00.000,201907,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321567,2019-09-30 10:00:00.000,201907,Crewe Gresty,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319700,2019-09-30 11:25:00.000,201907,Kirkdale TCS (LMD) (Liverpool),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319648,2019-10-01 15:00:00.000,201907,Plymouth Tavistock JCN MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319781,2019-10-04 23:50:00.000,201907,Toton TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321324,2019-10-05 03:25:00.000,201907,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319736,2019-10-06 14:49:00.000,201907,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319862,2019-10-08 00:00:00.000,201907,Exeter Olds View Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319773,2019-10-08 06:00:00.000,201907,Millerhill,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319776,2019-10-08 14:30:00.000,201907,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319769,2019-10-08 21:32:00.000,201907,Birkenhead Central LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320078,2019-10-09 00:00:00.000,201907,DRS Carlisle - Kingmoor,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319778,2019-10-09 09:00:00.000,201907,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323363,2019-10-09 13:10:00.000,201907,Newcastle On Tyne Forth Yd MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319802,2019-10-10 03:00:00.000,201907,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319891,2019-10-13 11:30:00.000,201908,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319908,2019-10-14 19:51:00.000,201908,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319938,2019-10-15 00:00:00.000,201908,Exeter Olds View Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320344,2019-10-16 01:10:00.000,201908,Clapham Junction LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2319963,2019-10-17 14:00:00.000,201908,Appleby Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4356159,2019-10-18 00:53:00.000,201908,Letchworth (LMD),Personal accident form,person interaction,Non-severe,0.001
SMIS2320077,2019-10-23 08:28:00.000,201908,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320143,2019-10-27 23:27:00.000,201908,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320970,2019-10-28 01:00:00.000,201908,Birmingham Moor Street Sidings,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320664,2019-10-28 09:50:00.000,201908,Guide Bridge MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320213,2019-10-29 01:13:00.000,201908,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320224,2019-10-30 23:30:00.000,201908,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320563,2019-11-01 14:30:00.000,201908,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2325700,2019-11-05 14:07:00.000,201908,Machynlleth LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4356657,2019-11-05 17:45:00.000,201908,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS2320351,2019-11-07 01:02:00.000,201908,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320410,2019-11-09 03:55:00.000,201908,Shoeburyness CSD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320570,2019-11-11 10:00:00.000,201909,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320452,2019-11-12 16:30:00.000,201909,Crewe Iemd,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322688,2019-11-18 15:30:00.000,201909,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320584,2019-11-19 15:05:00.000,201909,Dartford Sma Sb MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320593,2019-11-19 21:15:00.000,201909,Soho LMD (Birmingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320614,2019-11-20 11:45:00.000,201909,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320851,2019-11-21 09:40:00.000,201909,Clapham Junction LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320654,2019-11-22 01:20:00.000,201909,Alexandra Dock Jcn Sidings,"Person interacting with animal, object,  vehicle or another person",person interaction,Specified,0.125
SMIS2320660,2019-11-22 21:00:00.000,201909,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320742,2019-11-27 00:00:00.000,201909,Reading (Cow Lane) MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320768,2019-11-28 00:00:00.000,201909,Penzance (Long Rock) LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320875,2019-11-28 06:45:00.000,201909,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Specified,0.125
SMIS2320949,2019-11-29 07:00:00.000,201909,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2320960,2019-12-04 14:00:00.000,201909,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321497,2019-12-05 14:00:00.000,201909,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322011,2019-12-13 00:00:00.000,201910,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321301,2019-12-13 02:50:00.000,201910,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321127,2019-12-16 16:00:00.000,201910,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",train fault; person interaction,Non-severe,0.001
SMIS2321859,2019-12-22 23:30:00.000,201910,Treherbert depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321418,2019-12-23 00:00:00.000,201910,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321291,2019-12-28 19:00:00.000,201910,Chadwell Heath MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321263,2019-12-29 00:40:00.000,201910,Shoeburyness CSD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321442,2020-01-07 14:30:00.000,201911,Doncaster Wood Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321465,2020-01-09 11:22:00.000,201911,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321558,2020-01-10 23:00:00.000,201911,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321501,2020-01-11 21:37:00.000,201911,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2321566,2020-01-15 11:45:00.000,201911,Stoke On Trent MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321613,2020-01-16 00:00:00.000,201911,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321717,2020-01-17 12:30:00.000,201911,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322005,2020-01-23 00:53:00.000,201911,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321751,2020-01-23 09:25:00.000,201911,Sudbrook MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321745,2020-01-23 10:00:00.000,201911,Freightliner Manchester,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321803,2020-01-23 10:30:00.000,201911,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321789,2020-01-27 08:15:00.000,201911,Watford MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321863,2020-01-28 00:00:00.000,201911,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321824,2020-01-28 14:05:00.000,201911,Ipswich MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321926,2020-01-29 03:00:00.000,201911,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322026,2020-01-29 09:10:00.000,201911,Birkenhead North LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321891,2020-01-31 13:30:00.000,201911,Shenfield Compounds Up Sd MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321933,2020-02-03 03:15:00.000,201912,Millerhill,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322035,2020-02-04 12:45:00.000,201912,Cricklewood Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2321994,2020-02-04 22:10:00.000,201912,Blackpool MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322069,2020-02-05 10:45:00.000,201912,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2323852,2020-02-09 00:30:00.000,201912,Cardiff Canton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322059,2020-02-09 02:51:00.000,201912,Carnforth - Warton Road MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322145,2020-02-11 00:00:00.000,201912,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322165,2020-02-12 12:05:00.000,201912,Slade Green LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322251,2020-02-13 01:00:00.000,201912,Newton Heath LMD (Manchester),"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2322237,2020-02-14 00:00:00.000,201912,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322191,2020-02-14 03:50:00.000,201912,Westbury Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322242,2020-02-15 04:20:00.000,201912,Farnham LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322241,2020-02-15 12:05:00.000,201912,Salisbury LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322372,2020-02-15 23:10:00.000,201912,Leyton CE Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322310,2020-02-18 23:45:00.000,201912,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322303,2020-02-19 15:25:00.000,201912,Holbeck Jcn & Depot (Leeds),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322415,2020-02-20 12:00:00.000,201912,Ryde LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322490,2020-02-20 15:45:00.000,201912,Heaton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322427,2020-02-21 12:45:00.000,201912,East Ham LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322602,2020-02-26 01:42:00.000,201912,Heaton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322496,2020-02-27 12:40:00.000,201912,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322558,2020-02-28 01:53:00.000,201912,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323025,2020-03-01 01:40:00.000,201913,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322529,2020-03-01 02:40:00.000,201913,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323029,2020-03-01 08:24:00.000,201913,Three Bridges MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322646,2020-03-04 00:00:00.000,201913,Reading (Cow Lane) MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322613,2020-03-04 04:15:00.000,201913,Norwood Junction MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322657,2020-03-04 11:00:00.000,201913,Stoke On Trent MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322685,2020-03-05 00:00:00.000,201913,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322658,2020-03-05 11:00:00.000,201913,Tees Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322702,2020-03-07 16:11:00.000,201913,Soho LMD (Birmingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322775,2020-03-08 12:00:00.000,201913,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322744,2020-03-10 08:50:00.000,201913,Stoke On Trent MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322788,2020-03-11 10:20:00.000,201913,Wigan Nw MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324023,2020-03-12 08:00:00.000,201913,Lovers Walk TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2322806,2020-03-12 10:00:00.000,201913,Hither Green,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324245,2020-03-17 12:20:00.000,201913,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2322897,2020-03-17 15:30:00.000,201913,St Philips Marsh HST Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2322904,2020-03-18 08:52:00.000,201913,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324399,2020-03-19 10:45:00.000,201913,Three Bridges MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323013,2020-03-29 08:45:00.000,201913,East Croydon MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4353183,2020-03-30 07:25:00.000,201913,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS2323022,2020-03-30 09:40:00.000,201913,Holbeck Jcn & Depot (Leeds),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323041,2020-03-31 14:35:00.000,201913,Selhurst Depot,"Person interacting with animal, object,  vehicle or another person",fire or explosion; person interaction,Shock/Trauma,0.001
SMIS2325823,2020-04-06 14:35:00.000,202001,Stewarts Lane LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323084,2020-04-06 15:45:00.000,202001,Long Valley Sidings (Basingstoke),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS3025876,2020-04-07 03:30:00.000,202001,Aylesbury LMD,Slip trip or fall,person interaction; slip trip or fall,Non-severe,0.001
SMIS2323087,2020-04-08 14:30:00.000,202001,Neville Hill LMD (Ns) Northern Rail,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323395,2020-04-09 11:20:00.000,202001,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323154,2020-04-17 00:00:00.000,202001,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323480,2020-04-30 01:30:00.000,202001,Fratton Tcd (LMD),"Person interacting with animal, object,  vehicle or another person",train fault; person interaction,Non-severe,0.001
SMIS2323552,2020-04-30 16:00:00.000,202001,DRS Crewe,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323536,2020-05-01 04:42:00.000,202001,Wimbledon LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323596,2020-05-07 11:10:00.000,202002,Toton TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323669,2020-05-11 16:23:00.000,202002,Canton Buildings MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323605,2020-05-13 15:30:00.000,202002,Allerton LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2323692,2020-05-24 18:00:00.000,202002,East Croydon MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323709,2020-05-26 14:22:00.000,202002,Tonbridge MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323759,2020-05-29 09:44:00.000,202002,Eastcroft LMD (Nottingham),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323762,2020-05-31 19:15:00.000,202003,Tonbridge MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323804,2020-06-01 11:33:00.000,202003,Bletchley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323809,2020-06-07 21:10:00.000,202003,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323844,2020-06-09 00:00:00.000,202003,Bristol St Philips Marsh LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323860,2020-06-11 01:05:00.000,202003,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323968,2020-06-11 21:10:00.000,202003,Skipton MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323888,2020-06-13 05:40:00.000,202003,Grove Park LMD (London),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323891,2020-06-13 11:15:00.000,202003,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324071,2020-06-15 10:09:00.000,202003,Tyseley LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323942,2020-06-19 00:00:00.000,202003,Exeter Olds View Depot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2323969,2020-06-19 10:00:00.000,202003,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324057,2020-06-25 09:00:00.000,202003,Port Talbot MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324039,2020-06-26 10:20:00.000,202003,Neville Hill LMD East Midlands Trains,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324062,2020-06-26 13:30:00.000,202003,Ramsgate Train Maintenance Depot,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS4334845,2020-07-03 13:51:00.000,202004,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS2324131,2020-07-04 22:45:00.000,202004,Crewe Coal Yard SB,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324208,2020-07-11 22:30:00.000,202004,Skipton MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324243,2020-07-14 11:00:00.000,202004,Millerhill,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324237,2020-07-14 11:30:00.000,202004,Whitemoor Yard,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324393,2020-07-14 18:10:00.000,202004,Bournemouth West LMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS432195,2020-07-16 00:00:00.000,202004,Lovers Walk TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS2324264,2020-07-16 07:15:00.000,202004,Toton TMD,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324255,2020-07-16 20:10:00.000,202004,Etches Park LMD (Derby),"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324297,2020-07-17 20:00:00.000,202004,Exeter Central MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Non-severe,0.001
SMIS2324288,2020-07-20 12:30:00.000,202004,Barking MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
SMIS2324286,2020-07-20 14:00:00.000,202004,Pitsea MDU,"Person interacting with animal, object,  vehicle or another person",person interaction,Severe 7,0.01
