"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS3021730,2019-10-20 03:03:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3021880,2019-10-21 05:57:00.000,201908,Colchester LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3021860,2019-10-22 00:00:00.000,201908,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3021829,2019-10-23 01:20:00.000,201908,Heaton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3021861,2019-10-24 21:05:00.000,201908,Eurostar Engineering Centre Temple Mills,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3021895,2019-10-25 14:00:00.000,201908,Warrington Tmd,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022411,2019-10-25 23:55:00.000,201908,Guildford North Box Sidings,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3021866,2019-10-26 09:04:00.000,201908,Earles Sidings,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4356450,2019-10-27 19:30:00.000,201908,Brighton Ced Swimu MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS3021961,2019-10-29 00:00:00.000,201908,Reading (Cow Lane) MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022260,2019-10-30 03:00:00.000,201908,Heaton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4356339,2019-10-30 04:00:00.000,201908,Horsham Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3021988,2019-10-30 07:33:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024616,2019-10-30 17:31:00.000,201908,Holyhead LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022119,2019-11-05 00:00:00.000,201908,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022338,2019-11-05 00:20:00.000,201908,Kirkdale TCS (LMD) (Liverpool),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022317,2019-11-05 17:20:00.000,201908,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022232,2019-11-05 21:00:00.000,201908,Bletchley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022101,2019-11-06 00:05:00.000,201908,Fratton Tcd (LMD),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022100,2019-11-06 07:15:00.000,201908,Slade Green LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022160,2019-11-07 11:09:00.000,201908,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022184,2019-11-08 07:28:00.000,201908,Carlisle St Nicholas Bridge MDU,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3022291,2019-11-10 04:00:00.000,201909,Ramsgate Train Maintenance Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022295,2019-11-10 06:45:00.000,201909,Strawberry Hill LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022278,2019-11-12 21:10:00.000,201909,Blackpool MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022302,2019-11-13 18:35:00.000,201909,Doncaster Csdc,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022314,2019-11-14 00:51:00.000,201909,Darlington MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022336,2019-11-14 10:48:00.000,201909,Freightliner Felixstowe,Slip trip or fall,slip trip or fall,None,0
SMIS3022342,2019-11-15 00:00:00.000,201909,Reading (Cow Lane) MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022355,2019-11-15 03:10:00.000,201909,Hitchin Nightingale Road MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022403,2019-11-15 12:00:00.000,201909,Shields LMD (Glasgow),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022393,2019-11-18 07:44:00.000,201909,Crewe Gresty,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022464,2019-11-20 14:00:00.000,201909,Toton TMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4357354,2019-11-20 17:00:00.000,201909,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3022462,2019-11-20 23:00:00.000,201909,Crown Point LMD (Norwich),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022642,2019-11-22 08:00:00.000,201909,Skipton MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022633,2019-11-24 01:21:00.000,201909,Heaton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023122,2019-11-24 19:40:00.000,201909,New Cross Gate Siding,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3022609,2019-11-26 13:50:00.000,201909,Tyne Yard (Incl Tcd),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022611,2019-11-26 19:09:00.000,201909,Blackburn - Islington Road MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022771,2019-11-29 00:00:00.000,201909,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3022755,2019-11-29 01:45:00.000,201909,Colchester LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022778,2019-11-29 02:57:00.000,201909,Scunthorpe Goods Yard,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022780,2019-11-30 00:20:00.000,201909,Soho LMD (Birmingham),Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3022955,2019-12-01 11:45:00.000,201909,Heaton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022960,2019-12-02 23:15:00.000,201909,Birkenhead North LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022812,2019-12-03 16:45:00.000,201909,Toton TMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3022956,2019-12-05 20:30:00.000,201909,Allerton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022933,2019-12-06 09:15:00.000,201909,Bescot Tmd,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3022928,2019-12-06 10:27:00.000,201909,Eastcroft LMD (Nottingham),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023051,2019-12-06 23:15:00.000,201909,Eurostar Engineering Centre Temple Mills,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022918,2019-12-08 00:45:00.000,201910,Saltley Depot and SB,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026342,2019-12-08 13:15:00.000,201910,Cardiff Canton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022939,2019-12-09 04:15:00.000,201910,Peterborough Bldg & Stores MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3022964,2019-12-09 13:15:00.000,201910,Birkenhead North LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023056,2019-12-11 11:00:00.000,201910,Birkenhead North LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4357897,2019-12-12 01:40:00.000,201910,Three Bridges MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3027714,2019-12-13 01:00:00.000,201910,Cardiff Canton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023474,2019-12-14 09:30:00.000,201910,Crown Point LMD (Norwich),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023404,2019-12-15 13:25:00.000,201910,Wimbledon LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023282,2019-12-19 04:35:00.000,201910,Craigentinny LMD (Edinburgh),Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3023323,2019-12-20 14:57:00.000,201910,Kings Cross Yard (Freight),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023970,2019-12-20 21:15:00.000,201910,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023425,2019-12-22 00:00:00.000,201910,Plymouth (Laira) Diesel LMD,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3025977,2019-12-24 02:30:00.000,201910,Allerton LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023624,2019-12-24 17:10:00.000,201910,Tyseley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023378,2019-12-25 15:10:00.000,201910,Hither Green IMU MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023397,2019-12-29 03:40:00.000,201910,Eurostar Engineering Centre Temple Mills,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023641,2019-12-29 04:45:00.000,201910,Allerton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023470,2019-12-30 00:00:00.000,201910,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023642,2019-12-30 01:20:00.000,201910,Blackpool MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023563,2020-01-03 17:55:00.000,201910,Slade Green LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023728,2020-01-04 01:45:00.000,201910,Allerton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023716,2020-01-04 04:10:00.000,201910,Crown Point LMD (Norwich),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023921,2020-01-05 05:25:00.000,201911,Bedford Midland LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4358488,2020-01-05 05:25:00.000,201911,Bedford Midland LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3023638,2020-01-06 23:50:00.000,201911,Tyseley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023761,2020-01-08 03:00:00.000,201911,Bournemouth West LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023732,2020-01-08 03:30:00.000,201911,Mossend,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023733,2020-01-08 07:15:00.000,201911,Toton TMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023836,2020-01-08 16:45:00.000,201911,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023696,2020-01-09 00:00:00.000,201911,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023664,2020-01-09 20:30:00.000,201911,Southend Victoria LMD,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3023731,2020-01-11 21:12:00.000,201911,Bletchley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023701,2020-01-12 02:00:00.000,201911,Soho LMD (Birmingham),Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023736,2020-01-12 16:00:00.000,201911,Shrub Hill LMD (Worcester),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026300,2020-01-13 11:50:00.000,201911,Cardiff Canton LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024274,2020-01-17 08:30:00.000,201911,Doncaster (Modular Bldg) MDU,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3023900,2020-01-17 23:45:00.000,201911,Haymarket LMD (Edinburgh); Haymarket TMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3023866,2020-01-18 00:00:00.000,201911,Penzance (Long Rock) LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023821,2020-01-19 00:58:00.000,201911,Hither Green IMU MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4353391,2020-01-21 03:00:00.000,201911,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3024022,2020-01-21 05:01:00.000,201911,Wolverhampton,Slip trip or fall,slip trip or fall,None,0
SMIS3024088,2020-01-21 21:50:00.000,201911,Huddersfield MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023973,2020-01-22 03:59:00.000,201911,Grove Park Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3023993,2020-01-23 17:38:00.000,201911,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024056,2020-01-25 05:33:00.000,201911,Eastcroft LMD (Nottingham),Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024349,2020-01-28 22:40:00.000,201911,Birkenhead North LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024257,2020-01-29 00:45:00.000,201911,Blackburn Bridge St MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024159,2020-01-29 09:35:00.000,201911,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024883,2020-01-29 23:12:00.000,201911,Barton Mills LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024269,2020-01-30 00:00:00.000,201911,Exeter Olds View Depot MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024267,2020-01-30 02:00:00.000,201911,Wigan Wallgate MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024176,2020-01-30 08:30:00.000,201911,Stafford - Brunswick Terrace MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024220,2020-01-31 13:56:00.000,201911,Crewe Sorting Siding North,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024240,2020-01-31 21:00:00.000,201911,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026291,2020-02-02 04:49:00.000,201912,Rhymney depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024511,2020-02-02 23:00:00.000,201912,Cambridge Adj Mill Rd MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025476,2020-02-03 04:50:00.000,201912,Aylesbury LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024536,2020-02-06 13:30:00.000,201912,Eurostar Engineering Centre Temple Mills,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024443,2020-02-07 00:35:00.000,201912,Skipton MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS4353947,2020-02-07 01:20:00.000,201912,Brighton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3024472,2020-02-10 11:30:00.000,201912,Neville Hill LMD (Ns) Northern Rail,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024514,2020-02-11 00:15:00.000,201912,Sudbury Dock,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024497,2020-02-11 03:22:00.000,201912,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024800,2020-02-11 06:25:00.000,201912,Eurostar Engineering Centre Temple Mills,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025219,2020-02-12 03:10:00.000,201912,Hornsey LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024603,2020-02-14 12:19:00.000,201912,London Bridge Rear Sb MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024597,2020-02-15 16:30:00.000,201912,Wimbledon LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024661,2020-02-16 11:59:00.000,201912,Cardiff Celsa,Slip trip or fall,slip trip or fall,None,0
SMIS3024662,2020-02-17 06:21:00.000,201912,Ferme Park Sidings,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024666,2020-02-17 11:30:00.000,201912,Finnieston MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024622,2020-02-17 12:15:00.000,201912,Clapham Junction MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024700,2020-02-18 02:00:00.000,201912,Crown Point LMD (Norwich),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024687,2020-02-18 13:20:00.000,201912,Bournemouth West LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025532,2020-02-18 21:45:00.000,201912,Aylesbury South siding DOWN,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024738,2020-02-19 11:44:00.000,201912,Tyseley LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024737,2020-02-20 00:35:00.000,201912,Cambridge Adj Mill Rd MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025538,2020-02-20 00:50:00.000,201912,Banbury MDU,Slip trip or fall,slip trip or fall; awkward body movement,Non-severe,0.001
SMIS4354413,2020-02-20 06:08:00.000,201912,Letchworth (LMD),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3025539,2020-02-20 10:05:00.000,201912,Aylesbury - Station Way MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025223,2020-02-21 12:50:00.000,201912,Streatham Hill LMD (London),Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3024794,2020-02-22 00:00:00.000,201912,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3024845,2020-02-25 00:15:00.000,201912,Ilford LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024830,2020-02-25 17:52:00.000,201912,DRS Carlisle - Kingmoor,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3024903,2020-02-25 23:00:00.000,201912,Guildford Up Carriage Sidings,Slip trip or fall,slip trip or fall,None,0
SMIS3025033,2020-02-26 03:15:00.000,201912,Westbury Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025062,2020-02-29 11:17:00.000,201912,Heaton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025032,2020-03-01 00:00:00.000,201913,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3025738,2020-03-02 10:45:00.000,201913,Brighton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025040,2020-03-02 11:20:00.000,201913,Heaton HST Depot,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3025141,2020-03-03 14:00:00.000,201913,Shrewsbury MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025177,2020-03-05 08:05:00.000,201913,Birkenhead Central LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025315,2020-03-06 19:30:00.000,201913,Haymarket LMD (Edinburgh),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025413,2020-03-11 20:30:00.000,201913,Tyseley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025396,2020-03-11 23:20:00.000,201913,Farnham LMD,Slip trip or fall,slip trip or fall,None,0
SMIS3025638,2020-03-12 00:00:00.000,201913,Bournemouth West LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025500,2020-03-15 22:50:00.000,201913,Cambridge Cavendish Rd LMD,Slip trip or fall,slip trip or fall,Specified,0.125
SMIS3025488,2020-03-16 05:02:00.000,201913,Tyseley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025746,2020-03-16 08:29:00.000,201913,Bletchley LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025593,2020-03-22 00:20:00.000,201913,Crown Point LMD (Norwich),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025624,2020-03-25 00:00:00.000,201913,Exeter Olds View Depot MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025673,2020-03-25 08:30:00.000,201913,Eastleigh,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025635,2020-03-25 08:33:00.000,201913,Freightliner Eastleigh,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025669,2020-03-27 08:00:00.000,201913,Watford MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025707,2020-03-30 08:45:00.000,201913,Feltham Pway depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025739,2020-04-01 11:30:00.000,202001,North Pole Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025980,2020-04-06 22:35:00.000,202001,Barton Mills LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3025876,2020-04-07 03:30:00.000,202001,Aylesbury LMD,Slip trip or fall,person interaction; slip trip or fall,Non-severe,0.001
SMIS3025777,2020-04-07 04:25:00.000,202001,Fratton Tcd (LMD),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025778,2020-04-08 08:30:00.000,202001,Grove Park Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3028218,2020-04-10 01:56:00.000,202001,Horsham Buildings MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025992,2020-04-10 17:27:00.000,202001,Taunton MDU,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3025794,2020-04-11 00:00:00.000,202001,Bristol St Philips Marsh LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026046,2020-04-11 19:21:00.000,202001,Canton Buildings MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025824,2020-04-16 14:00:00.000,202001,Ramsgate Train Maintenance Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025882,2020-04-24 04:45:00.000,202001,Hull LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026040,2020-04-24 04:51:00.000,202001,Canton Buildings MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025929,2020-04-28 10:22:00.000,202001,Hither Green,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3025998,2020-05-03 23:01:00.000,202002,Crofton,Slip trip or fall,slip trip or fall,None,0
SMIS3026026,2020-05-05 22:25:00.000,202002,Tyseley LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026014,2020-05-06 02:38:00.000,202002,Plymouth (Laira) Diesel LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026036,2020-05-08 13:00:00.000,202002,Westbury Stn Approach MDU,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026037,2020-05-11 09:40:00.000,202002,Willesden South West Sidings SF,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026060,2020-05-14 09:30:00.000,202002,Stoke On Trent MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026073,2020-05-19 14:30:00.000,202002,East Croydon MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS431921,2020-05-20 00:00:00.000,202002,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS431926,2020-05-21 00:00:00.000,202002,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3026116,2020-05-21 16:30:00.000,202002,Kirkdale TCS (LMD) (Liverpool),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026102,2020-05-21 22:30:00.000,202002,Wolverhampton,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026137,2020-05-26 00:00:00.000,202002,Salisbury LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026171,2020-05-27 14:04:00.000,202002,Canton Buildings MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026146,2020-05-28 00:00:00.000,202002,East Ham LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026135,2020-05-28 13:20:00.000,202002,Toton TMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026123,2020-05-29 06:30:00.000,202002,Ashford depot (carriage sidings),Slip trip or fall,slip trip or fall,None,0
SMIS3026236,2020-05-29 23:25:00.000,202002,Gillingham Depot,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026208,2020-06-01 09:41:00.000,202003,March Up Yard,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026175,2020-06-03 09:30:00.000,202003,Whitemoor Yard,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026187,2020-06-03 23:30:00.000,202003,Shields ET Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026176,2020-06-04 06:01:00.000,202003,Crewe Sorting Sidings North SB,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026186,2020-06-06 00:35:00.000,202003,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026212,2020-06-06 22:30:00.000,202003,Ilford LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026241,2020-06-11 12:00:00.000,202003,Cardiff Canton LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026252,2020-06-12 14:50:00.000,202003,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026237,2020-06-12 23:52:00.000,202003,Eastcroft LMD (Nottingham),Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026356,2020-06-15 22:30:00.000,202003,Aylesbury LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026263,2020-06-16 12:30:00.000,202003,Stourbridge Junction Sidings,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026264,2020-06-17 00:00:00.000,202003,Plymouth (Laira) Diesel LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026260,2020-06-17 23:50:00.000,202003,Orient Way,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026282,2020-06-18 03:00:00.000,202003,Margam Knuckle Wrd / Tmd,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026332,2020-06-21 03:05:00.000,202003,Chipping Sodbury Yard,Slip trip or fall,life saving rule breach; slip trip or fall,Specified,0.125
SMIS3026379,2020-06-22 14:30:00.000,202003,Cardiff Canton LMD,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026337,2020-06-23 07:15:00.000,202003,Shoeburyness CSD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026330,2020-06-24 10:20:00.000,202003,Newton Heath LMD (Manchester),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026366,2020-06-24 11:30:00.000,202003,Wimbledon LMD (London),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026339,2020-06-24 21:40:00.000,202003,Eastleigh,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS432061,2020-06-25 00:00:00.000,202003,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS3026380,2020-06-30 00:00:00.000,202004,Plymouth (Laira) Diesel LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026389,2020-06-30 23:20:00.000,202004,Etches Park LMD (Derby),Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026429,2020-07-02 23:36:00.000,202004,Woking ECR,Slip trip or fall,slip trip or fall,Severe 7,0.01
SMIS3026457,2020-07-03 11:40:00.000,202004,Crewe High Output Depot,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026432,2020-07-06 10:01:00.000,202004,Northampton Bridge St MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026478,2020-07-07 00:00:00.000,202004,Penzance (Long Rock) LMD,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026519,2020-07-07 00:12:00.000,202004,London Bridge Rear Sb MDU,Slip trip or fall,slip trip or fall,Non-severe,0.001
SMIS3026510,2020-07-08 08:45:00.000,202004,Eastleigh,Slip trip or fall,slip trip or fall,Non-severe,0.001
